[2026-01-07 18:27:57.710] [Info] [SystemSettingsMonitor] Starting System Settings monitoring...
[2026-01-07 18:27:59.141] [Info] [WMI] Process ended: ctfmon.exe | EventType=ProcessTerminated, Caption=ctfmon.exe, CommandLine=/QuitInfo:00000000000002D8;00000000000002A4; , Description=ctfmon.exe, Name=ctfmon.exe, ProcessId=20628
[2026-01-07 19:08:38.007] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:40.363] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:41.203] [Info] [WMI] Disk changed: C: | EventType=DiskChanged, Caption=C:, Description=Local Fixed Disk, DeviceID=C:, Name=C:
[2026-01-07 19:08:41.203] [Info] [WMI] Disk changed: D: | EventType=DiskChanged, Caption=D:, Description=Local Fixed Disk, DeviceID=D:, Name=D:
[2026-01-07 19:08:42.710] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:45.067] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:47.397] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
[2026-01-07 19:08:49.108] [Info] [WMI] Process ended: Notepad.exe | EventType=ProcessTerminated, Caption=Notepad.exe, CommandLine="C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2508.38.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe" "D:\agent log\SystemChangeMonitor\bin\Release\net8.0\win-x64\Logs\System_2026-01-07.log", Description=Notepad.exe, Name=Notepad.exe, ProcessId=20256
[2026-01-07 19:08:49.702] [Info] [WMI] Service changed: pgagent-pg17 | EventType=ServiceModified, Caption=PostgreSQL Scheduling Agent - pgagent-pg17, Description=Provides the ability to schedule tasks within a Postgres database server., Name=pgagent-pg17, ProcessId=6984, State=Start Pending, Status=OK
tatus=OK
